,keyword,date,index
1,比特币,2018-04-21,87
1,比特币,2018-04-22,10
1,比特币,2018-04-23,160
1,比特币,2018-04-24,181
1,比特币,2018-04-25,287
1,比特币,2018-04-26,124
1,比特币,2018-04-27,160
1,比特币,2018-04-28,0
1,比特币,2018-04-29,0
1,比特币,2018-04-30,10
1,比特币,2018-05-01,14
1,比特币,2018-05-02,142
1,比特币,2018-05-03,0
1,比特币,2018-05-04,102
1,比特币,2018-05-05,69
1,比特币,2018-05-06,16
1,比特币,2018-05-07,188
1,比特币,2018-05-08,347
1,比特币,2018-05-09,171
1,比特币,2018-05-10,143
1,比特币,2018-05-11,266
1,比特币,2018-05-12,68
1,比特币,2018-05-13,18
1,比特币,2018-05-14,156
1,比特币,2018-05-15,232
1,比特币,2018-05-16,191
1,比特币,2018-05-17,223
1,比特币,2018-05-18,287
1,比特币,2018-05-19,18
1,比特币,2018-05-20,10
1,比特币,2018-05-21,116
1,比特币,2018-05-22,122
1,比特币,2018-05-23,175
1,比特币,2018-05-24,198
1,比特币,2018-05-25,151
1,比特币,2018-05-26,72
1,比特币,2018-05-27,14
1,比特币,2018-05-28,189
1,比特币,2018-05-29,119
1,比特币,2018-05-30,151
1,比特币,2018-05-31,115
1,比特币,2018-06-01,109
1,比特币,2018-06-02,76
1,比特币,2018-06-03,80
1,比特币,2018-06-04,103
1,比特币,2018-06-05,175
1,比特币,2018-06-06,137
1,比特币,2018-06-07,135
1,比特币,2018-06-08,119
1,比特币,2018-06-09,16
1,比特币,2018-06-10,20
1,比特币,2018-06-11,389
1,比特币,2018-06-12,188
1,比特币,2018-06-13,161
1,比特币,2018-06-14,224
1,比特币,2018-06-15,166
1,比特币,2018-06-16,100
1,比特币,2018-06-17,14
1,比特币,2018-06-18,15
1,比特币,2018-06-19,162
1,比特币,2018-06-20,209
1,比特币,2018-06-21,224
1,比特币,2018-06-22,163
1,比特币,2018-06-23,90
1,比特币,2018-06-24,17
1,比特币,2018-06-25,270
1,比特币,2018-06-26,120
1,比特币,2018-06-27,100
1,比特币,2018-06-28,149
1,比特币,2018-06-29,98
1,比特币,2018-06-30,108
1,比特币,2018-07-01,15
1,比特币,2018-07-02,116
1,比特币,2018-07-03,155
1,比特币,2018-07-04,84
1,比特币,2018-07-05,125
1,比特币,2018-07-06,79
1,比特币,2018-07-07,20
1,比特币,2018-07-08,13
1,比特币,2018-07-09,156
1,比特币,2018-07-10,163
1,比特币,2018-07-11,176
1,比特币,2018-07-12,128
1,比特币,2018-07-13,237
1,比特币,2018-07-14,14
1,比特币,2018-07-15,14
1,比特币,2018-07-16,114
1,比特币,2018-07-17,167
1,比特币,2018-07-18,293
1,比特币,2018-07-19,56
1,比特币,2018-07-20,79
1,比特币,2018-07-21,18
1,比特币,2018-07-22,17
1,比特币,2018-07-23,84
1,比特币,2018-07-24,248
1,比特币,2018-07-25,145
1,比特币,2018-07-26,88
1,比特币,2018-07-27,165
1,比特币,2018-07-28,14
1,比特币,2018-07-29,19
1,比特币,2018-07-30,100
1,比特币,2018-07-31,120
1,比特币,2018-08-01,137
1,比特币,2018-08-02,106
1,比特币,2018-08-03,105
1,比特币,2018-08-04,85
1,比特币,2018-08-05,19
1,比特币,2018-08-06,197
1,比特币,2018-08-07,115
1,比特币,2018-08-08,129
1,比特币,2018-08-09,174
1,比特币,2018-08-10,134
1,比特币,2018-08-11,64
1,比特币,2018-08-12,17
1,比特币,2018-08-13,111
1,比特币,2018-08-14,102
1,比特币,2018-08-15,113
1,比特币,2018-08-16,214
1,比特币,2018-08-17,63
1,比特币,2018-08-18,15
1,比特币,2018-08-19,11
1,比特币,2018-08-20,122
1,比特币,2018-08-21,77
1,比特币,2018-08-22,91
1,比特币,2018-08-23,138
1,比特币,2018-08-24,73
1,比特币,2018-08-25,5
1,比特币,2018-08-26,5
1,比特币,2018-08-27,71
1,比特币,2018-08-28,89
1,比特币,2018-08-29,17
1,比特币,2018-08-30,86
1,比特币,2018-08-31,76
1,比特币,2018-09-01,10
1,比特币,2018-09-02,6
1,比特币,2018-09-03,18
1,比特币,2018-09-04,15
1,比特币,2018-09-05,63
1,比特币,2018-09-06,161
1,比特币,2018-09-07,88
1,比特币,2018-09-08,9
1,比特币,2018-09-09,8
1,比特币,2018-09-10,20
1,比特币,2018-09-11,17
1,比特币,2018-09-12,7
1,比特币,2018-09-13,11
1,比特币,2018-09-14,14
1,比特币,2018-09-15,9
1,比特币,2018-09-16,5
1,比特币,2018-09-17,20
1,比特币,2018-09-18,41
1,比特币,2018-09-19,20
1,比特币,2018-09-20,62
1,比特币,2018-09-21,20
1,比特币,2018-09-22,9
1,比特币,2018-09-23,7
1,比特币,2018-09-24,6
1,比特币,2018-09-25,16
1,比特币,2018-09-26,18
1,比特币,2018-09-27,8
1,比特币,2018-09-28,45
1,比特币,2018-09-29,12
1,比特币,2018-09-30,10
1,比特币,2018-10-01,2
1,比特币,2018-10-02,7
1,比特币,2018-10-03,10
1,比特币,2018-10-04,7
1,比特币,2018-10-05,11
1,比特币,2018-10-06,5
1,比特币,2018-10-07,11
1,比特币,2018-10-08,18
1,比特币,2018-10-09,13
1,比特币,2018-10-10,84
1,比特币,2018-10-11,111
1,比特币,2018-10-12,17
1,比特币,2018-10-13,5
1,比特币,2018-10-14,5
1,比特币,2018-10-15,64
1,比特币,2018-10-16,114
1,比特币,2018-10-17,15
1,比特币,2018-10-18,16
1,比特币,2018-10-19,20
1,比特币,2018-10-20,5
1,比特币,2018-10-21,2
1,比特币,2018-10-22,14
1,比特币,2018-10-23,17
1,比特币,2018-10-24,16
1,比特币,2018-10-25,18
1,比特币,2018-10-26,36
1,比特币,2018-10-27,4
1,比特币,2018-10-28,3
1,比特币,2018-10-29,53
1,比特币,2018-10-30,68
1,比特币,2018-10-31,111
1,比特币,2018-11-01,153
1,比特币,2018-11-02,102
1,比特币,2018-11-03,18
1,比特币,2018-11-04,11
1,比特币,2018-11-05,192
1,比特币,2018-11-06,132
1,比特币,2018-11-07,153
1,比特币,2018-11-08,47
1,比特币,2018-11-09,126
1,比特币,2018-11-10,9
1,比特币,2018-11-11,6
1,比特币,2018-11-12,75
1,比特币,2018-11-13,46
1,比特币,2018-11-14,58
1,比特币,2018-11-15,182
1,比特币,2018-11-16,67
1,比特币,2018-11-17,14
1,比特币,2018-11-18,14
1,比特币,2018-11-19,92
1,比特币,2018-11-20,283
1,比特币,2018-11-21,257
1,比特币,2018-11-22,321
1,比特币,2018-11-23,121
1,比特币,2018-11-24,71
1,比特币,2018-11-25,138
1,比特币,2018-11-26,442
1,比特币,2018-11-27,358
1,比特币,2018-11-28,197
1,比特币,2018-11-29,129
1,比特币,2018-11-30,140
1,比特币,2018-12-01,70
1,比特币,2018-12-02,13
1,比特币,2018-12-03,116
1,比特币,2018-12-04,182
1,比特币,2018-12-05,83
1,比特币,2018-12-06,95
1,比特币,2018-12-07,112
1,比特币,2018-12-08,12
1,比特币,2018-12-09,14
1,比特币,2018-12-10,68
1,比特币,2018-12-11,81
1,比特币,2018-12-12,59
1,比特币,2018-12-13,73
1,比特币,2018-12-14,127
1,比特币,2018-12-15,16
1,比特币,2018-12-16,6
1,比特币,2018-12-17,93
1,比特币,2018-12-18,100
1,比特币,2018-12-19,79
1,比特币,2018-12-20,101
1,比特币,2018-12-21,173
1,比特币,2018-12-22,15
1,比特币,2018-12-23,11
1,比特币,2018-12-24,97
1,比特币,2018-12-25,106
1,比特币,2018-12-26,101
1,比特币,2018-12-27,81
1,比特币,2018-12-28,105
1,比特币,2018-12-29,61
1,比特币,2018-12-30,10
1,比特币,2018-12-31,3
1,比特币,2019-01-01,9
1,比特币,2019-01-02,20
1,比特币,2019-01-03,87
1,比特币,2019-01-04,93
1,比特币,2019-01-05,8
1,比特币,2019-01-06,6
1,比特币,2019-01-07,50
1,比特币,2019-01-08,86
1,比特币,2019-01-09,45
1,比特币,2019-01-10,19
1,比特币,2019-01-11,63
1,比特币,2019-01-12,5
1,比特币,2019-01-13,7
1,比特币,2019-01-14,68
1,比特币,2019-01-15,52
1,比特币,2019-01-16,15
1,比特币,2019-01-17,52
1,比特币,2019-01-18,43
1,比特币,2019-01-19,7
1,比特币,2019-01-20,6
1,比特币,2019-01-21,77
1,比特币,2019-01-22,76
1,比特币,2019-01-23,17
1,比特币,2019-01-24,76
1,比特币,2019-01-25,87
1,比特币,2019-01-26,7
1,比特币,2019-01-27,7
1,比特币,2019-01-28,18
1,比特币,2019-01-29,16
1,比特币,2019-01-30,19
1,比特币,2019-01-31,20
1,比特币,2019-02-01,16
1,比特币,2019-02-02,6
1,比特币,2019-02-03,4
1,比特币,2019-02-04,6
1,比特币,2019-02-05,6
1,比特币,2019-02-06,6
1,比特币,2019-02-07,9
1,比特币,2019-02-08,2
1,比特币,2019-02-09,6
1,比特币,2019-02-10,1
1,比特币,2019-02-11,20
1,比特币,2019-02-12,18
1,比特币,2019-02-13,15
1,比特币,2019-02-14,20
1,比特币,2019-02-15,9
1,比特币,2019-02-16,5
1,比特币,2019-02-17,1
1,比特币,2019-02-18,8
1,比特币,2019-02-19,12
1,比特币,2019-02-20,41
1,比特币,2019-02-21,32
1,比特币,2019-02-22,16
1,比特币,2019-02-23,3
1,比特币,2019-02-24,9
1,比特币,2019-02-25,64
1,比特币,2019-02-26,60
1,比特币,2019-02-27,45
1,比特币,2019-02-28,37
1,比特币,2019-03-01,9
1,比特币,2019-03-02,4
1,比特币,2019-03-03,4
1,比特币,2019-03-04,10
1,比特币,2019-03-05,18
1,比特币,2019-03-06,18
1,比特币,2019-03-07,42
1,比特币,2019-03-08,10
1,比特币,2019-03-09,4
1,比特币,2019-03-10,5
1,比特币,2019-03-11,17
1,比特币,2019-03-12,17
1,比特币,2019-03-13,15
1,比特币,2019-03-14,19
1,比特币,2019-03-15,66
1,比特币,2019-03-16,7
1,比特币,2019-03-17,6
1,比特币,2019-03-18,73
1,比特币,2019-03-19,58
1,比特币,2019-03-20,78
1,比特币,2019-03-21,65
1,比特币,2019-03-22,19
1,比特币,2019-03-23,7
1,比特币,2019-03-24,4
1,比特币,2019-03-25,130
1,比特币,2019-03-26,53
1,比特币,2019-03-27,19
1,比特币,2019-03-28,18
1,比特币,2019-03-29,14
1,比特币,2019-03-30,5
1,比特币,2019-03-31,6
1,比特币,2019-04-01,46
1,比特币,2019-04-02,164
1,比特币,2019-04-03,153
1,比特币,2019-04-04,114
1,比特币,2019-04-05,9
1,比特币,2019-04-06,0
1,比特币,2019-04-07,6
1,比特币,2019-04-08,52
1,比特币,2019-04-09,107
1,比特币,2019-04-10,67
1,比特币,2019-04-11,55
1,比特币,2019-04-12,37
1,比特币,2019-04-13,5
1,比特币,2019-04-14,8
1,比特币,2019-04-15,49
1,比特币,2019-04-16,67
1,比特币,2019-04-17,19
1,比特币,2019-04-18,19
1,比特币,2019-04-19,40
1,比特币,2019-04-20,11
1,比特币,2019-04-21,5
1,比特币,2019-04-22,18
1,比特币,2019-04-23,44
1,比特币,2019-04-24,94
1,比特币,2019-04-25,37
1,比特币,2019-04-26,53
1,比特币,2019-04-27,8
1,比特币,2019-04-28,17
1,比特币,2019-04-29,67
1,比特币,2019-04-30,16
1,比特币,2019-05-01,8
1,比特币,2019-05-02,8
1,比特币,2019-05-03,8
1,比特币,2019-05-04,15
1,比特币,2019-05-05,134
1,比特币,2019-05-06,92
1,比特币,2019-05-07,70
1,比特币,2019-05-08,103
1,比特币,2019-05-09,105
1,比特币,2019-05-10,84
1,比特币,2019-05-11,77
1,比特币,2019-05-12,79
1,比特币,2019-05-13,126
1,比特币,2019-05-14,308
1,比特币,2019-05-15,203
1,比特币,2019-05-16,93
1,比特币,2019-05-17,201
1,比特币,2019-05-18,20
1,比特币,2019-05-19,16
1,比特币,2019-05-20,98
1,比特币,2019-05-21,115
1,比特币,2019-05-22,138
1,比特币,2019-05-23,187
1,比特币,2019-05-24,64
1,比特币,2019-05-25,10
1,比特币,2019-05-26,15
1,比特币,2019-05-27,145
1,比特币,2019-05-28,126
1,比特币,2019-05-29,81
1,比特币,2019-05-30,93
1,比特币,2019-05-31,178
1,比特币,2019-06-01,10
1,比特币,2019-06-02,5
1,比特币,2019-06-03,29
1,比特币,2019-06-04,113
1,比特币,2019-06-05,89
1,比特币,2019-06-06,19
1,比特币,2019-06-07,3
1,比特币,2019-06-08,6
1,比特币,2019-06-09,9
1,比特币,2019-06-10,16
1,比特币,2019-06-11,60
1,比特币,2019-06-12,65
1,比特币,2019-06-13,0
1,比特币,2019-06-14,17
1,比特币,2019-06-15,13
1,比特币,2019-06-16,10
1,比特币,2019-06-17,82
1,比特币,2019-06-18,126
1,比特币,2019-06-19,88
1,比特币,2019-06-20,57
1,比特币,2019-06-21,64
1,比特币,2019-06-22,127
1,比特币,2019-06-23,83
1,比特币,2019-06-24,179
1,比特币,2019-06-25,95
1,比特币,2019-06-26,220
1,比特币,2019-06-27,237
1,比特币,2019-06-28,186
1,比特币,2019-06-29,10
1,比特币,2019-06-30,0
1,比特币,2019-07-01,15
1,比特币,2019-07-02,10
1,比特币,2019-07-03,14
1,比特币,2019-07-04,13
1,比特币,2019-07-05,8
1,比特币,2019-07-06,3
1,比特币,2019-07-07,4
1,比特币,2019-07-08,7
1,比特币,2019-07-09,7
1,比特币,2019-07-10,11
1,比特币,2019-07-11,13
1,比特币,2019-07-12,15
1,比特币,2019-07-13,13
1,比特币,2019-07-14,7
1,比特币,2019-07-15,102
1,比特币,2019-07-16,57
1,比特币,2019-07-17,124
1,比特币,2019-07-18,100
1,比特币,2019-07-19,62
1,比特币,2019-07-20,9
1,比特币,2019-07-21,8
1,比特币,2019-07-22,16
1,比特币,2019-07-23,40
1,比特币,2019-07-24,12
1,比特币,2019-07-25,0
1,比特币,2019-07-26,12
1,比特币,2019-07-27,4
1,比特币,2019-07-28,7
1,比特币,2019-07-29,14
1,比特币,2019-07-30,15
1,比特币,2019-07-31,20
1,比特币,2019-08-01,41
1,比特币,2019-08-02,20
1,比特币,2019-08-03,2
1,比特币,2019-08-04,2
1,比特币,2019-08-05,0
1,比特币,2019-08-06,83
1,比特币,2019-08-07,40
1,比特币,2019-08-08,19
1,比特币,2019-08-09,16
1,比特币,2019-08-10,9
1,比特币,2019-08-11,4
1,比特币,2019-08-12,14
1,比特币,2019-08-13,20
1,比特币,2019-08-14,16
1,比特币,2019-08-15,18
1,比特币,2019-08-16,15
1,比特币,2019-08-17,9
1,比特币,2019-08-18,4
1,比特币,2019-08-19,12
1,比特币,2019-08-20,10
1,比特币,2019-08-21,8
1,比特币,2019-08-22,18
1,比特币,2019-08-23,11
1,比特币,2019-08-24,5
1,比特币,2019-08-25,4
1,比特币,2019-08-26,51
1,比特币,2019-08-27,14
1,比特币,2019-08-28,11
1,比特币,2019-08-29,20
1,比特币,2019-08-30,15
1,比特币,2019-08-31,4
1,比特币,2019-09-01,0
1,比特币,2019-09-02,0
1,比特币,2019-09-03,14
1,比特币,2019-09-04,18
1,比特币,2019-09-05,30
1,比特币,2019-09-06,20
1,比特币,2019-09-07,5
1,比特币,2019-09-08,6
1,比特币,2019-09-09,19
1,比特币,2019-09-10,19
1,比特币,2019-09-11,15
1,比特币,2019-09-12,0
1,比特币,2019-09-13,0
1,比特币,2019-09-14,4
1,比特币,2019-09-15,2
1,比特币,2019-09-16,12
1,比特币,2019-09-17,11
1,比特币,2019-09-18,13
1,比特币,2019-09-19,49
1,比特币,2019-09-20,15
1,比特币,2019-09-21,3
1,比特币,2019-09-22,8
1,比特币,2019-09-23,19
1,比特币,2019-09-24,16
1,比特币,2019-09-25,141
1,比特币,2019-09-26,99
1,比特币,2019-09-27,61
1,比特币,2019-09-28,12
1,比特币,2019-09-29,18
1,比特币,2019-09-30,16
1,比特币,2019-10-01,7
1,比特币,2019-10-02,1
1,比特币,2019-10-03,3
1,比特币,2019-10-04,8
1,比特币,2019-10-05,6
1,比特币,2019-10-06,6
1,比特币,2019-10-07,6
1,比特币,2019-10-08,15
1,比特币,2019-10-09,12
1,比特币,2019-10-10,46
1,比特币,2019-10-11,19
1,比特币,2019-10-12,14
1,比特币,2019-10-13,2
1,比特币,2019-10-14,10
1,比特币,2019-10-15,10
1,比特币,2019-10-16,12
1,比特币,2019-10-17,16
1,比特币,2019-10-18,10
1,比特币,2019-10-19,3
1,比特币,2019-10-20,7
1,比特币,2019-10-21,19
1,比特币,2019-10-22,0
1,比特币,2019-10-23,59
1,比特币,2019-10-24,84
1,比特币,2019-10-25,71
1,比特币,2019-10-26,97
1,比特币,2019-10-27,15
1,比特币,2019-10-28,122
1,比特币,2019-10-29,104
1,比特币,2019-10-30,70
1,比特币,2019-10-31,83
1,比特币,2019-11-01,25
1,比特币,2019-11-02,5
1,比特币,2019-11-03,6
1,比特币,2019-11-04,34
1,比特币,2019-11-05,52
1,比特币,2019-11-06,17
1,比特币,2019-11-07,44
1,比特币,2019-11-08,17
1,比特币,2019-11-09,3
1,比特币,2019-11-10,3
1,比特币,2019-11-11,16
1,比特币,2019-11-12,14
1,比特币,2019-11-13,18
1,比特币,2019-11-14,18
1,比特币,2019-11-15,0
1,比特币,2019-11-16,0
1,比特币,2019-11-17,7
1,比特币,2019-11-18,18
1,比特币,2019-11-19,20
1,比特币,2019-11-20,48
1,比特币,2019-11-21,75
1,比特币,2019-11-22,103
1,比特币,2019-11-23,89
1,比特币,2019-11-24,9
1,比特币,2019-11-25,60
1,比特币,2019-11-26,15
1,比特币,2019-11-27,16
1,比特币,2019-11-28,17
1,比特币,2019-11-29,18
1,比特币,2019-11-30,5
1,比特币,2019-12-01,6
1,比特币,2019-12-02,17
1,比特币,2019-12-03,59
1,比特币,2019-12-04,17
1,比特币,2019-12-05,8
1,比特币,2019-12-06,9
1,比特币,2019-12-07,4
1,比特币,2019-12-08,5
1,比特币,2019-12-09,0
1,比特币,2019-12-10,6
1,比特币,2019-12-11,16
1,比特币,2019-12-12,0
